STATUS: [747, 294, 965, 313, 37, 850, 245, 625, 145, 885, 343, 504, 428, 498, 41, 897, 799, 912, 520, 117, 431, 493, 969, 57, 923, 262, 537, 586, 968, 716, 28, 583, 610, 533, 515, 898, 159, 832, 1000, 517, 600, 406, 830, 133, 201, 523, 26, 683, 567, 801, 0, 16, 336, 376, 0, 993, 651, 139, 79, 182, 0, 0, 0, 938, 241, 0, 751, 784, 0, 219, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
STATUS: [747, 850, 965, 716, 901, 850, 245, 625, 520, 901, 343, 940, 515, 498, 262, 897, 799, 912, 520, 523, 507, 493, 969, 779, 923, 1000, 537, 677, 968, 716, 625, 583, 610, 901, 515, 938, 625, 832, 1000, 517, 600, 501, 830, 965, 201, 850, 523, 683, 567, 801, 362, 965, 779, 625, 111, 993, 651, 968, 850, 716, 606, 540, 136, 938, 912, 982, 751, 784, 240, 219, 779, 624, 923, 631, 406, 394, 836, 368, 940, 645, 829, 501, 713, 136, 13, 507, 27, 977, 317, 611, 756, 901, 226, 511, 569, 854, 677, 467, 669, 167]
STATUS: [965, 940, 965, 716, 901, 850, 523, 756, 520, 901, 343, 940, 515, 498, 262, 897, 799, 912, 520, 523, 507, 493, 969, 779, 923, 1000, 537, 677, 968, 716, 625, 583, 610, 901, 515, 938, 625, 832, 1000, 517, 600, 501, 830, 965, 201, 850, 523, 683, 567, 801, 969, 965, 779, 625, 779, 993, 651, 968, 850, 716, 830, 854, 968, 938, 912, 982, 751, 784, 520, 219, 850, 624, 923, 901, 406, 517, 993, 901, 940, 677, 829, 716, 713, 569, 923, 677, 520, 982, 850, 977, 756, 912, 779, 779, 801, 854, 912, 669, 669, 747]
STATUS: [965, 940, 965, 716, 969, 850, 523, 756, 923, 940, 779, 969, 850, 901, 993, 897, 901, 912, 716, 912, 801, 912, 969, 779, 923, 1000, 801, 940, 968, 854, 716, 677, 610, 912, 515, 969, 912, 832, 1000, 716, 600, 515, 832, 965, 969, 850, 854, 683, 912, 969, 969, 965, 779, 982, 779, 993, 801, 968, 850, 940, 830, 854, 968, 938, 912, 982, 850, 784, 520, 624, 850, 624, 923, 901, 830, 517, 993, 901, 940, 677, 829, 716, 713, 569, 923, 677, 520, 982, 850, 977, 756, 912, 779, 779, 801, 854, 912, 669, 669, 747]
STATUS: [965, 940, 965, 716, 969, 912, 624, 779, 923, 940, 779, 969, 850, 901, 993, 897, 901, 912, 716, 912, 801, 912, 969, 779, 923, 1000, 801, 940, 968, 854, 716, 677, 610, 912, 515, 969, 912, 832, 1000, 716, 600, 515, 832, 965, 969, 850, 854, 683, 912, 969, 969, 965, 779, 982, 779, 993, 801, 968, 850, 940, 912, 854, 969, 938, 912, 982, 850, 784, 969, 624, 850, 969, 923, 901, 830, 897, 993, 901, 969, 965, 829, 716, 713, 569, 923, 832, 830, 982, 850, 977, 830, 923, 965, 779, 969, 982, 993, 801, 669, 801]
STATUS: [965, 940, 993, 779, 969, 912, 624, 779, 923, 940, 801, 969, 850, 901, 1000, 912, 901, 912, 940, 912, 969, 912, 969, 965, 923, 1000, 901, 965, 968, 968, 912, 912, 912, 912, 912, 969, 969, 912, 1000, 923, 969, 713, 993, 965, 969, 982, 969, 801, 923, 969, 969, 965, 969, 993, 779, 993, 969, 968, 850, 1000, 912, 854, 969, 993, 940, 982, 850, 969, 969, 912, 850, 969, 923, 901, 969, 897, 993, 901, 969, 965, 829, 716, 912, 569, 923, 832, 830, 982, 850, 977, 830, 923, 965, 779, 969, 982, 993, 801, 669, 801]
STATUS: [965, 969, 993, 779, 969, 940, 969, 969, 923, 940, 801, 969, 850, 901, 1000, 912, 901, 912, 940, 912, 969, 912, 969, 965, 923, 1000, 901, 965, 968, 968, 912, 912, 912, 912, 912, 969, 969, 912, 1000, 923, 969, 713, 993, 965, 969, 982, 969, 801, 923, 969, 969, 965, 969, 993, 801, 993, 969, 968, 850, 1000, 965, 854, 969, 993, 940, 982, 850, 969, 969, 912, 969, 969, 940, 982, 969, 969, 993, 969, 969, 965, 969, 969, 912, 923, 969, 969, 923, 982, 969, 977, 923, 969, 969, 993, 969, 982, 993, 1000, 801, 968]
STATUS: [965, 969, 993, 969, 969, 940, 969, 969, 969, 940, 993, 969, 912, 969, 1000, 1000, 969, 912, 965, 969, 969, 969, 969, 969, 923, 1000, 993, 965, 969, 969, 993, 969, 969, 912, 968, 969, 969, 1000, 1000, 969, 969, 969, 993, 965, 1000, 982, 969, 850, 969, 969, 969, 965, 969, 993, 801, 993, 969, 968, 969, 1000, 965, 854, 969, 993, 969, 982, 969, 969, 969, 982, 969, 969, 940, 982, 969, 969, 993, 969, 969, 965, 969, 969, 940, 923, 969, 969, 923, 982, 969, 977, 923, 969, 969, 993, 969, 982, 993, 1000, 801, 968]
STATUS: [965, 969, 993, 969, 969, 965, 969, 969, 969, 940, 993, 969, 912, 969, 1000, 1000, 969, 912, 965, 969, 969, 969, 969, 969, 923, 1000, 993, 965, 969, 969, 993, 969, 969, 912, 968, 969, 969, 1000, 1000, 969, 969, 969, 993, 965, 1000, 982, 969, 850, 969, 969, 969, 965, 969, 993, 923, 993, 969, 968, 969, 1000, 993, 969, 969, 993, 969, 982, 969, 969, 969, 982, 969, 969, 965, 982, 969, 969, 993, 969, 969, 1000, 969, 969, 940, 940, 969, 993, 969, 982, 969, 993, 969, 969, 969, 993, 969, 1000, 993, 1000, 969, 969]
STATUS: [965, 969, 993, 969, 969, 965, 969, 969, 969, 965, 993, 969, 993, 993, 1000, 1000, 969, 969, 993, 969, 969, 969, 969, 969, 969, 1000, 1000, 993, 969, 969, 993, 969, 969, 969, 969, 969, 1000, 1000, 1000, 969, 969, 969, 1000, 965, 1000, 982, 969, 1000, 1000, 1000, 969, 969, 969, 993, 923, 993, 969, 1000, 969, 1000, 993, 969, 969, 993, 969, 982, 969, 1000, 969, 1000, 969, 969, 965, 982, 993, 969, 993, 969, 969, 1000, 969, 969, 969, 940, 969, 993, 969, 982, 969, 993, 969, 969, 969, 993, 969, 1000, 993, 1000, 969, 969]
STATUS: [993, 969, 993, 969, 969, 969, 969, 969, 969, 965, 993, 969, 993, 993, 1000, 1000, 969, 969, 993, 969, 969, 969, 969, 969, 969, 1000, 1000, 993, 969, 969, 993, 969, 969, 969, 969, 969, 1000, 1000, 1000, 969, 969, 969, 1000, 965, 1000, 982, 969, 1000, 1000, 1000, 993, 969, 969, 993, 982, 993, 969, 1000, 969, 1000, 993, 1000, 993, 993, 969, 993, 969, 1000, 969, 1000, 969, 969, 965, 982, 993, 1000, 993, 969, 969, 1000, 969, 969, 969, 965, 969, 993, 1000, 982, 969, 993, 969, 969, 969, 993, 993, 1000, 993, 1000, 969, 993]
STATUS: [993, 969, 993, 993, 969, 969, 969, 969, 993, 969, 993, 969, 993, 993, 1000, 1000, 1000, 1000, 993, 969, 993, 969, 1000, 993, 969, 1000, 1000, 993, 969, 969, 993, 993, 993, 982, 969, 969, 1000, 1000, 1000, 993, 1000, 1000, 1000, 993, 1000, 982, 969, 1000, 1000, 1000, 993, 969, 969, 993, 982, 993, 1000, 1000, 982, 1000, 993, 1000, 993, 993, 993, 993, 969, 1000, 969, 1000, 969, 969, 965, 982, 993, 1000, 993, 969, 969, 1000, 969, 969, 1000, 965, 969, 993, 1000, 982, 969, 993, 969, 969, 969, 993, 993, 1000, 993, 1000, 969, 993]
STATUS: [1000, 993, 993, 993, 969, 993, 1000, 969, 993, 969, 993, 969, 993, 993, 1000, 1000, 1000, 1000, 993, 969, 993, 969, 1000, 993, 969, 1000, 1000, 993, 969, 969, 993, 993, 993, 982, 969, 969, 1000, 1000, 1000, 993, 1000, 1000, 1000, 993, 1000, 982, 969, 1000, 1000, 1000, 993, 969, 969, 993, 1000, 993, 1000, 1000, 982, 1000, 993, 1000, 993, 993, 993, 993, 969, 1000, 969, 1000, 1000, 1000, 993, 993, 993, 1000, 993, 1000, 993, 1000, 993, 993, 1000, 993, 982, 993, 1000, 982, 969, 1000, 969, 1000, 969, 993, 993, 1000, 1000, 1000, 993, 993]
STATUS: [1000, 993, 993, 993, 993, 993, 1000, 969, 1000, 993, 993, 1000, 993, 993, 1000, 1000, 1000, 1000, 1000, 1000, 993, 993, 1000, 993, 993, 1000, 1000, 1000, 1000, 993, 993, 993, 993, 982, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 969, 1000, 1000, 1000, 993, 969, 969, 993, 1000, 993, 1000, 1000, 993, 1000, 993, 1000, 993, 993, 993, 993, 1000, 1000, 969, 1000, 1000, 1000, 993, 993, 1000, 1000, 993, 1000, 993, 1000, 993, 993, 1000, 993, 982, 993, 1000, 982, 969, 1000, 969, 1000, 969, 993, 993, 1000, 1000, 1000, 993, 993]
STATUS: [1000, 1000, 993, 993, 993, 993, 1000, 1000, 1000, 993, 993, 1000, 993, 993, 1000, 1000, 1000, 1000, 1000, 1000, 993, 993, 1000, 993, 993, 1000, 1000, 1000, 1000, 993, 993, 993, 993, 982, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 969, 1000, 1000, 1000, 1000, 969, 969, 993, 1000, 993, 1000, 1000, 993, 1000, 993, 1000, 1000, 993, 993, 993, 1000, 1000, 993, 1000, 1000, 1000, 993, 1000, 1000, 1000, 993, 1000, 993, 1000, 1000, 1000, 1000, 993, 993, 993, 1000, 1000, 1000, 1000, 993, 1000, 993, 993, 993, 1000, 1000, 1000, 1000, 993]
STATUS: [1000, 1000, 1000, 1000, 993, 993, 1000, 1000, 1000, 993, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 993, 1000, 1000, 993, 1000, 993, 1000, 1000, 1000, 1000, 993, 1000, 1000, 993, 1000, 1000, 1000, 993, 1000, 1000, 1000, 993, 1000, 993, 1000, 1000, 1000, 1000, 993, 993, 993, 1000, 1000, 1000, 1000, 993, 1000, 993, 993, 993, 1000, 1000, 1000, 1000, 993]
STATUS: [1000, 1000, 1000, 1000, 993, 1000, 1000, 1000, 1000, 993, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 993, 1000, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 993]
STATUS: [1000, 1000, 1000, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 993]
STATUS: [1000, 1000, 1000, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 993, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]
STATUS: [1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]
Gossip done.
