FEATURES_TXT_BEGIN_0 0 35 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-0.743203 0 0 -0.468088 0 0 0 -23.5171 -11 3 -4.12963 -11.1019 -2.25993 -5.98727 
-1.99007 0 0 -0.374805 0 0 0 -23.4744 -13 4 -6.27545 -11.1019 -6.37921 -9.18954 
-4.41872 0 0 -0.0808726 0 0 0 -23.7404 -11 4 -6.36886 -11.1138 -3.50037 -6.09646 
-2.51044 0 0 -2.06877 0 0 0 -29.963 -12 4 -1.49039 -10.0338 -0.0935198 -6.27021 
-1.07421 0 0 -0.799095 0 0 0 -25.7382 -12 3 -3.64632 -15.8934 -6.77079 -13.4972 
-0.00684929 -3.05941 -1.08913 -0.401127 -4.29046 -0.000739252 -12 -27.1094 -12 4 -4.4033 -10.0456 -1.20302 -6.37941 
-0.00684929 -3.05941 -1.08825 -0.561684 -4.29046 -0.000739252 -12 -27.0982 -12 4 -4.60977 -10.0338 -1.15083 -6.27021 
-5.43075 0 0 -0.498607 0 0 0 -23.6978 -13 4 -8.4597 -11.1138 -7.23251 -9.29874 
-0.00684929 -5.90536 -1.08913 -0.401127 -4.29046 -5.90536 -12 -23.1483 -11 4 -6.55941 -11.1138 -3.20835 -6.09647 
-0.00684929 -5.90536 -1.08825 -0.561684 -4.29046 -5.90536 -12 -23.1371 -11 4 -6.76587 -11.1019 -3.15616 -5.98727 
-1.03907 0 0 -0.55906 0 0 0 -23.6905 -11 4 -8.46561 -14.365 -8.06084 -10.7222 
-0.0281271 0 -1.40423 -2.21214 0 -1.03071 -16 -29.6416 -13 6 -5.14816 -9.66167 -3.24304 -9.03591 
-3.75731 0 0 -1.97548 0 0 0 -29.9203 -14 5 -3.63621 -10.0338 -4.2128 -9.47248 
