FEATURES_TXT_BEGIN_0 0 30 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-0.743966 0 0 -0.0530934 0 0 0 -23.5171 -11 3 -4.18461 -11.1019 -2.25993 -5.98726 
-2.51121 0 0 -1.65377 0 0 0 -29.963 -12 4 -1.54537 -10.0338 -0.0935198 -6.27021 
-0.118261 -0.305754 -0.0404381 -0.0126588 -0.0277793 -6.08411 -6 -23.7404 -11 5 -7.23102 -11.1138 -3.0386 -6.09646 
-1.99007 0 0 -0.374805 0 0 0 -23.4744 -13 4 -6.27545 -11.1019 -6.37921 -9.18954 
-1.07497 0 0 -0.3841 0 0 0 -25.7382 -12 3 -3.7013 -15.8934 -6.77079 -13.4972 
-0.112796 -0.705455 -1.26283 -0.0476284 -0.731196 -0.540224 -6 -32.9875 -12 4 -1.54537 -10.0338 -0.0935198 -6.27021 
-0.112796 -4.47213 -1.08424 -0.0126588 -5.02166 -0.540224 -14 -27.1094 -12 5 -3.98621 -10.0456 -1.05325 -6.37941 
-1.8855 -0.305754 -0.0404381 -0.886851 -0.0277793 -3.45689 -6 -30.1864 -12 6 -4.59178 -10.0456 -0.872189 -6.37941 
-0.112796 -4.47213 -1.08335 -0.0117649 -5.02166 -0.540224 -14 -27.0982 -12 5 -4.1521 -10.0338 -0.979139 -6.27021 
-0.112796 -5.90536 -1.08424 -0.0126588 -4.29046 -5.90536 -12 -23.1483 -11 4 -6.62545 -11.1138 -3.21966 -6.09646 
-0.112796 -5.90536 -1.08335 -0.0117649 -4.29046 -5.90536 -12 -23.1371 -11 4 -6.79134 -11.1019 -3.14555 -5.98727 
-0.112796 -4.50155 -0.0162172 -0.0126588 -5.67456 -0.540224 -18 -29.6416 -13 6 -2.96821 -9.66167 -2.68449 -9.03591 
