FEATURES_TXT_BEGIN_0 0 77 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-0.924825 0 0 -0.498294 0 0 0 -23.5171 -11 6 -4.65778 -11.1019 -2.91804 -5.98727 
-1.93695 0 0 -0.867786 0 0 0 -23.4744 -13 6 -6.51204 -11.1019 -6.88969 -9.18954 
-2.69207 0 0 -2.09897 0 0 0 -29.963 -12 7 -2.01854 -10.0338 -0.751637 -6.27021 
-4.41872 0 0 -0.0808726 0 0 0 -23.7404 -11 4 -6.36886 -11.1138 -3.50037 -6.09646 
-3.70419 0 0 -2.46847 0 0 0 -29.9203 -14 7 -3.8728 -10.0338 -4.72328 -9.47249 
-5.43075 0 0 -0.498607 0 0 0 -23.6978 -13 4 -8.4597 -11.1138 -7.23251 -9.29874 
-1.25583 0 0 -0.829301 0 0 0 -25.7382 -12 6 -4.17447 -15.8934 -7.42891 -13.4972 
-1.23524 0 0 -0.49162 0 0 0 -29.847 -11 6 -5.09892 -10.9739 -3.49249 -6.91979 
-0.975947 0 0 -0.580829 0 0 0 -23.6905 -11 6 -8.75718 -14.365 -8.3899 -10.7222 
-1.91837 0 0 -0.49162 0 0 0 -30.1454 -13 6 -7.09214 -10.9739 -7.08489 -10.1221 
-2.26796 0 0 -1.19879 0 0 0 -25.6955 -14 6 -6.02873 -15.8934 -11.4006 -16.6995 
-6.18596 0 0 -1.68155 0 0 0 -30.1864 -12 5 -3.72962 -10.0456 -1.33396 -6.37941 
-1.08565 0 0 -0.941841 0 0 0 -23.4128 -11 6 -9.68129 -14.1325 -9.30619 -10.3328 
-7.19799 0 0 -2.09929 0 0 0 -30.1437 -14 5 -5.82046 -10.0456 -5.0661 -9.58168 
-2.68675 0 0 -1.48621 0 0 0 -24.0604 -13 7 -10.8901 -14.365 -12.1035 -13.9245 
-0.74461 0 0 -0.49162 0 0 0 -34.0116 -15 6 -6.34732 -10.9739 -8.83179 -14.0589 
-0.997427 0 0 -0.867786 0 0 0 -30.2028 -12 6 -5.88425 -11.1019 -7.7309 -9.29408 
