SCORES_TXT_BEGIN_0 0 47 9 BLEU
8 10 4 9 1 8 0 7 8 
7 10 4 9 2 8 0 7 8 
6 6 2 5 1 4 0 3 8 
8 12 5 11 2 10 0 9 8 
7 10 4 9 2 8 0 7 8 
8 11 6 10 4 9 3 8 8 
7 14 4 13 2 12 0 11 8 
8 11 5 10 2 9 0 8 8 
8 10 4 9 1 8 0 7 8 
8 12 5 11 2 10 0 9 8 
7 14 4 13 2 12 0 11 8 
8 13 5 12 2 11 0 10 8 
7 14 4 13 2 12 0 11 8 
8 12 5 11 2 10 0 9 8 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 3 100 9 BLEU
11 11 10 10 9 9 8 8 11 
10 11 9 10 8 9 7 8 11 
10 15 9 14 8 13 7 12 11 
11 13 9 12 8 11 7 10 11 
10 15 9 14 8 13 7 12 11 
10 11 8 10 7 9 6 8 11 
10 13 9 12 8 11 7 10 11 
10 14 9 13 8 12 7 11 11 
10 14 9 13 8 12 7 11 11 
9 11 8 10 7 9 6 8 11 
11 12 9 11 8 10 7 9 11 
11 12 9 11 7 10 5 9 11 
10 11 8 10 6 9 4 8 11 
10 12 9 11 8 10 7 9 11 
9 15 8 14 7 13 6 12 11 
9 15 8 14 7 13 6 12 11 
10 13 8 12 7 11 6 10 11 
11 11 7 10 5 9 3 8 11 
9 13 8 12 7 11 6 10 11 
9 14 8 13 7 12 6 11 11 
9 14 8 13 7 12 6 11 11 
11 12 9 11 7 10 5 9 11 
11 11 8 10 6 9 4 8 11 
10 12 8 11 6 10 4 9 11 
10 11 7 10 5 9 3 8 11 
11 11 7 10 5 9 3 8 11 
11 11 7 10 5 9 3 8 11 
10 13 7 12 5 11 3 10 11 
11 11 7 10 4 9 2 8 11 
9 11 7 10 5 9 3 8 11 
10 12 8 11 7 10 6 9 11 
10 11 7 10 5 9 3 8 11 
10 16 8 15 6 14 4 13 11 
11 14 8 13 6 12 4 11 11 
10 16 8 15 6 14 4 13 11 
11 11 7 10 5 9 3 8 11 
11 11 7 10 5 9 3 8 11 
10 11 7 10 5 9 3 8 11 
10 11 7 10 5 9 3 8 11 
11 11 7 10 5 9 3 8 11 
10 11 7 10 5 9 3 8 11 
10 12 7 11 5 10 3 9 11 
10 11 6 10 4 9 2 8 11 
11 11 7 10 5 9 3 8 11 
10 11 8 10 7 9 6 8 11 
10 14 8 13 6 12 4 11 11 
9 12 8 11 7 10 6 9 11 
9 15 7 14 5 13 3 12 11 
10 13 7 12 5 11 3 10 11 
9 15 7 14 5 13 3 12 11 
11 11 8 10 7 9 6 8 11 
10 13 7 12 5 11 3 10 11 
11 12 7 11 5 10 3 9 11 
10 12 7 11 5 10 3 9 11 
11 13 7 12 5 11 3 10 11 
10 11 7 10 4 9 2 8 11 
9 11 6 10 4 9 2 8 11 
10 13 7 12 4 11 2 10 11 
10 12 8 11 6 10 4 9 11 
10 14 7 13 5 12 3 11 11 
11 11 7 10 4 9 2 8 11 
10 11 7 10 5 9 3 8 11 
9 13 7 12 5 11 3 10 11 
11 11 7 10 5 9 3 8 11 
10 11 7 10 5 9 3 8 11 
9 11 8 10 7 9 6 8 11 
11 11 8 10 6 9 4 8 11 
