"BehaviorSpace results (NetLogo 6.0.4)"
"main.nlogo"
"experiment"
"01/28/2023 15:05:05:459 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","2","3","4","5"
"4","55","1","50","2","3","82","1"
"1","55","1","50","2","3","81","0"
"5","55","1","50","2","3","100","3"
"2","55","1","50","2","3","92","2"
"3","55","1","50","2","3","92","4"
"4","55","1","50","2","3","83","1"
"1","55","1","50","2","3","82","0"
"5","55","1","50","2","3","101","3"
"2","55","1","50","2","3","93","2"
"3","55","1","50","2","3","93","4"
"4","55","1","50","2","3","84","1"
"5","55","1","50","2","3","102","3"
"2","55","1","50","2","3","94","2"
"3","55","1","50","2","3","94","4"
"1","55","1","50","2","3","83","0"
"5","55","1","50","2","3","103","3"
"2","55","1","50","2","3","95","2"
"3","55","1","50","2","3","95","4"
"1","55","1","50","2","3","84","0"
"5","55","1","50","2","3","104","3"
"2","55","1","50","2","3","96","2"
"3","55","1","50","2","3","96","4"
"5","55","1","50","2","3","105","3"
"2","55","1","50","2","3","97","2"
"1","55","1","50","2","3","85","0"
"3","55","1","50","2","3","97","4"
"4","55","1","50","2","3","85","1"
"5","55","1","50","2","3","106","3"
"2","55","1","50","2","3","98","2"
"3","55","1","50","2","3","98","4"
"1","55","1","50","2","3","86","0"
"4","55","1","50","2","3","86","1"
"5","55","1","50","2","3","107","3"
"2","55","1","50","2","3","99","2"
"3","55","1","50","2","3","99","4"
"5","55","1","50","2","3","108","3"
"4","55","1","50","2","3","87","1"
"1","55","1","50","2","3","87","0"
"2","55","1","50","2","3","100","2"
"3","55","1","50","2","3","100","4"
"5","55","1","50","2","3","109","3"
"4","55","1","50","2","3","88","1"
"2","55","1","50","2","3","101","2"
"1","55","1","50","2","3","88","0"
"3","55","1","50","2","3","101","4"
"5","55","1","50","2","3","110","3"
"4","55","1","50","2","3","89","1"
"2","55","1","50","2","3","102","2"
"3","55","1","50","2","3","102","4"
"1","55","1","50","2","3","89","0"
"4","55","1","50","2","3","90","1"
"1","55","1","50","2","3","90","0"
"4","55","1","50","2","3","91","1"
"3","55","1","50","2","3","103","4"
"5","55","1","50","2","3","111","3"
"1","55","1","50","2","3","91","0"
"2","55","1","50","2","3","103","2"
"3","55","1","50","2","3","104","4"
"4","55","1","50","2","3","92","1"
"5","55","1","50","2","3","112","3"
"5","55","1","50","2","3","113","3"
"5","55","1","50","2","3","114","3"
"5","55","1","50","2","3","115","3"
"5","55","1","50","2","3","116","3"
"5","55","1","50","2","3","117","3"
"5","55","1","50","2","3","118","3"
"4","55","1","50","2","3","93","1"
"3","55","1","50","2","3","105","5"
"2","55","1","50","2","3","104","2"
"1","55","1","50","2","3","92","0"
"5","55","1","50","2","3","119","3"
"2","55","1","50","2","3","105","2"
"4","55","1","50","2","3","94","1"
"3","55","1","50","2","3","106","5"
"1","55","1","50","2","3","93","0"
"2","55","1","50","2","3","106","2"
"4","55","1","50","2","3","95","1"
"3","55","1","50","2","3","107","6"
"1","55","1","50","2","3","94","0"
"2","55","1","50","2","3","107","2"
"4","55","1","50","2","3","96","1"
"3","55","1","50","2","3","108","7"
"5","55","1","50","2","3","120","3"
"1","55","1","50","2","3","95","0"
"4","55","1","50","2","3","97","1"
"2","55","1","50","2","3","108","2"
"5","55","1","50","2","3","121","3"
"3","55","1","50","2","3","109","7"
"1","55","1","50","2","3","96","0"
"2","55","1","50","2","3","109","2"
"4","55","1","50","2","3","98","1"
"3","55","1","50","2","3","110","7"
"5","55","1","50","2","3","122","3"
"4","55","1","50","2","3","99","1"
"2","55","1","50","2","3","110","3"
"1","55","1","50","2","3","97","0"
"5","55","1","50","2","3","123","3"
"3","55","1","50","2","3","111","7"
"4","55","1","50","2","3","100","1"
"2","55","1","50","2","3","111","3"
"1","55","1","50","2","3","98","0"
"5","55","1","50","2","3","124","3"
"4","55","1","50","2","3","101","1"
"3","55","1","50","2","3","112","7"
"5","55","1","50","2","3","125","3"
"1","55","1","50","2","3","99","0"
"4","55","1","50","2","3","102","1"
"3","55","1","50","2","3","113","7"
"5","55","1","50","2","3","126","3"
"2","55","1","50","2","3","112","3"
"4","55","1","50","2","3","103","1"
"1","55","1","50","2","3","100","0"
"3","55","1","50","2","3","114","7"
"5","55","1","50","2","3","127","3"
"2","55","1","50","2","3","113","3"
"4","55","1","50","2","3","104","1"
"3","55","1","50","2","3","115","7"
"1","55","1","50","2","3","101","0"
"5","55","1","50","2","3","128","4"
"4","55","1","50","2","3","105","1"
"3","55","1","50","2","3","116","7"
"1","55","1","50","2","3","102","0"
"5","55","1","50","2","3","129","4"
"5","55","1","50","2","3","130","4"
"1","55","1","50","2","3","103","0"
"3","55","1","50","2","3","117","7"
"4","55","1","50","2","3","106","1"
"2","55","1","50","2","3","114","3"
"5","55","1","50","2","3","131","4"
"1","55","1","50","2","3","104","0"
"4","55","1","50","2","3","107","1"
"3","55","1","50","2","3","118","7"
"5","55","1","50","2","3","132","4"
"1","55","1","50","2","3","105","0"
"4","55","1","50","2","3","108","1"
"3","55","1","50","2","3","119","7"
