STATUS: [714, 480, 914, 685, 489, 685, 898, 394, 945, 628, 426, 224, 734, 574, 986, 540, 730, 642, 295, 628, 587, 790, 919, 446, 890, 642, 899, 239, 734, 339, 648, 874, 731, 704, 445, 694, 178, 893, 743, 654, 628, 627, 919, 898, 564, 619, 893, 664, 525, 626, 730, 855, 730, 556, 296, 837, 627, 893, 799, 900, 889, 620, 283, 747, 480, 890, 898, 694, 907, 818, 685, 23, 628, 787, 886, 842, 988, 283, 949, 402, 637, 867, 235, 731, 914, 283, 28, 874, 817, 886, 704, 988, 935, 417, 111, 432, 426, 693, 817, 363, 642, 116, 335, 979, 499, 716, 740, 493, 874, 5, 622, 958, 497, 919, 377, 716, 795, 120, 270, 714, 740, 548, 889, 235, 133, 525, 919, 894, 832, 790, 564, 976, 951, 935, 919, 183, 982, 976, 869, 945, 837, 914, 564, 426, 842, 113, 182, 761, 240, 477, 899, 158, 792, 951, 982, 867, 900, 69, 889, 949, 497, 740, 574, 642, 898, 525, 265, 377, 578, 859, 919, 464, 394, 935, 286, 392, 599, 159, 979, 491, 986, 859, 949, 743, 25, 283, 446, 894, 780, 328, 65, 747, 681, 979, 122, 988, 120, 146, 959, 622]
STATUS: [714, 480, 988, 685, 790, 747, 898, 394, 945, 628, 426, 664, 734, 899, 986, 730, 730, 874, 295, 648, 949, 790, 919, 446, 890, 642, 899, 239, 734, 339, 648, 874, 988, 714, 626, 694, 178, 893, 743, 654, 628, 627, 979, 898, 889, 619, 893, 900, 914, 626, 890, 855, 730, 556, 642, 889, 627, 893, 799, 900, 889, 620, 283, 914, 795, 898, 914, 976, 907, 818, 685, 23, 628, 787, 979, 976, 988, 716, 949, 402, 637, 867, 235, 731, 919, 283, 497, 874, 817, 935, 704, 988, 935, 795, 111, 432, 426, 693, 898, 626, 642, 120, 874, 979, 499, 716, 886, 493, 874, 5, 869, 958, 919, 919, 377, 867, 795, 982, 270, 714, 740, 951, 898, 426, 133, 525, 919, 894, 982, 790, 890, 976, 951, 951, 919, 889, 982, 976, 869, 945, 837, 914, 564, 426, 842, 894, 182, 761, 240, 842, 899, 790, 792, 951, 982, 919, 900, 69, 889, 949, 497, 740, 574, 642, 898, 790, 792, 874, 599, 914, 919, 499, 394, 935, 286, 914, 599, 790, 979, 740, 986, 945, 988, 743, 25, 685, 446, 988, 958, 328, 919, 747, 886, 979, 761, 988, 734, 146, 959, 986]
STATUS: [714, 480, 988, 958, 790, 747, 959, 394, 945, 628, 426, 664, 734, 899, 986, 730, 730, 874, 295, 648, 949, 790, 919, 446, 890, 642, 899, 239, 734, 986, 648, 874, 988, 714, 626, 694, 178, 893, 893, 654, 628, 627, 979, 898, 945, 619, 893, 900, 945, 626, 890, 893, 730, 556, 893, 889, 627, 893, 799, 900, 889, 620, 283, 914, 795, 898, 914, 976, 907, 818, 685, 23, 628, 787, 979, 976, 988, 716, 949, 935, 637, 867, 893, 731, 919, 283, 497, 874, 817, 935, 988, 988, 935, 795, 111, 432, 426, 693, 898, 890, 642, 120, 874, 979, 499, 716, 886, 493, 874, 5, 979, 958, 919, 919, 377, 867, 795, 982, 270, 714, 740, 951, 898, 426, 133, 525, 919, 894, 982, 790, 890, 976, 951, 951, 919, 889, 988, 976, 869, 945, 837, 914, 564, 426, 842, 894, 182, 761, 240, 842, 899, 790, 792, 951, 982, 919, 900, 893, 889, 949, 497, 740, 574, 642, 898, 790, 792, 874, 599, 914, 919, 499, 394, 935, 286, 914, 599, 790, 979, 886, 986, 945, 988, 743, 25, 685, 446, 988, 958, 328, 919, 747, 886, 979, 761, 988, 734, 986, 959, 986]
STATUS: [714, 988, 988, 958, 790, 747, 959, 951, 945, 628, 795, 664, 734, 899, 986, 914, 988, 890, 295, 979, 949, 919, 919, 446, 890, 886, 899, 731, 979, 986, 648, 874, 988, 907, 982, 986, 842, 976, 893, 874, 893, 627, 979, 951, 945, 619, 893, 900, 945, 626, 890, 893, 730, 919, 893, 986, 627, 976, 799, 959, 889, 620, 283, 914, 795, 898, 914, 976, 951, 818, 988, 889, 988, 792, 979, 976, 988, 716, 949, 935, 914, 867, 893, 731, 979, 976, 497, 898, 817, 935, 988, 988, 935, 795, 111, 731, 426, 693, 898, 890, 945, 120, 982, 979, 979, 945, 886, 493, 959, 111, 979, 958, 919, 919, 935, 919, 795, 982, 898, 714, 740, 951, 898, 426, 886, 818, 919, 894, 982, 894, 890, 976, 951, 951, 919, 899, 988, 976, 935, 945, 894, 914, 564, 426, 959, 894, 182, 949, 889, 842, 979, 899, 792, 951, 982, 988, 988, 893, 889, 949, 497, 958, 889, 874, 982, 988, 976, 874, 599, 919, 919, 499, 627, 935, 286, 935, 731, 790, 979, 886, 986, 988, 988, 743, 25, 685, 446, 988, 958, 328, 919, 914, 976, 979, 935, 988, 890, 986, 959, 988]
STATUS: [714, 988, 988, 958, 790, 747, 959, 951, 951, 628, 795, 664, 734, 899, 986, 914, 988, 890, 988, 979, 988, 919, 919, 446, 890, 886, 899, 731, 979, 986, 648, 874, 988, 907, 982, 986, 935, 976, 893, 986, 893, 627, 979, 951, 945, 619, 893, 900, 945, 626, 890, 893, 730, 919, 893, 986, 685, 976, 799, 959, 889, 620, 283, 914, 795, 898, 914, 976, 951, 818, 988, 889, 988, 792, 979, 976, 988, 716, 949, 935, 914, 893, 893, 731, 979, 976, 497, 898, 817, 935, 988, 988, 935, 795, 111, 731, 426, 693, 979, 976, 945, 120, 982, 979, 979, 945, 886, 493, 959, 958, 979, 958, 919, 919, 935, 919, 795, 982, 898, 714, 740, 951, 986, 426, 886, 818, 919, 894, 982, 894, 890, 976, 986, 951, 919, 899, 988, 976, 959, 945, 894, 988, 564, 426, 959, 894, 182, 949, 889, 842, 979, 899, 792, 951, 982, 988, 988, 893, 889, 949, 497, 958, 889, 874, 982, 988, 976, 874, 599, 919, 919, 499, 627, 935, 286, 935, 731, 790, 979, 886, 986, 988, 988, 743, 25, 685, 446, 988, 958, 328, 919, 914, 976, 979, 935, 988, 890, 986, 988, 988]
STATUS: [919, 988, 988, 958, 790, 988, 959, 951, 951, 988, 988, 951, 734, 899, 986, 914, 988, 890, 988, 979, 988, 919, 982, 446, 890, 886, 899, 731, 979, 986, 988, 874, 988, 907, 982, 986, 988, 976, 893, 986, 893, 988, 979, 951, 979, 619, 893, 900, 945, 889, 890, 988, 730, 951, 959, 986, 685, 976, 799, 959, 894, 982, 986, 914, 919, 988, 914, 976, 951, 988, 988, 889, 988, 935, 979, 986, 988, 716, 949, 935, 988, 893, 986, 976, 979, 976, 988, 898, 982, 979, 988, 988, 988, 795, 951, 979, 426, 958, 979, 976, 945, 120, 982, 979, 988, 945, 886, 493, 988, 958, 979, 979, 976, 919, 982, 986, 949, 982, 898, 714, 914, 951, 988, 988, 988, 818, 919, 894, 982, 894, 890, 982, 986, 951, 919, 988, 988, 976, 988, 945, 986, 988, 979, 426, 959, 979, 979, 949, 959, 982, 979, 951, 951, 958, 988, 988, 988, 958, 889, 949, 959, 958, 889, 988, 982, 988, 976, 874, 907, 979, 919, 988, 976, 935, 286, 988, 979, 790, 979, 886, 986, 988, 988, 743, 25, 685, 988, 988, 958, 328, 919, 988, 976, 979, 935, 988, 890, 986, 988, 988]
STATUS: [919, 988, 988, 958, 790, 988, 959, 951, 951, 988, 988, 951, 734, 988, 986, 988, 988, 890, 988, 979, 988, 919, 982, 446, 890, 886, 899, 731, 979, 986, 988, 874, 988, 907, 982, 986, 988, 976, 893, 986, 988, 988, 979, 951, 979, 619, 893, 900, 945, 889, 890, 988, 730, 951, 959, 986, 685, 976, 799, 959, 894, 982, 986, 914, 919, 988, 914, 976, 986, 988, 988, 889, 988, 935, 979, 986, 988, 716, 949, 935, 988, 893, 986, 976, 979, 986, 988, 898, 982, 979, 988, 988, 988, 795, 951, 979, 979, 958, 979, 976, 945, 120, 982, 979, 988, 945, 886, 893, 988, 958, 979, 979, 976, 919, 982, 986, 949, 982, 898, 714, 914, 951, 988, 988, 988, 818, 919, 894, 982, 894, 890, 982, 986, 951, 919, 988, 988, 976, 988, 945, 986, 988, 979, 935, 959, 979, 979, 949, 959, 982, 979, 951, 951, 958, 988, 988, 988, 988, 889, 949, 959, 958, 889, 988, 982, 988, 976, 874, 907, 979, 919, 988, 976, 935, 986, 988, 979, 790, 979, 886, 986, 988, 988, 743, 685, 685, 988, 988, 958, 328, 919, 988, 976, 979, 935, 988, 958, 986, 988, 988]
STATUS: [945, 988, 988, 958, 988, 988, 959, 951, 988, 988, 988, 951, 734, 988, 986, 988, 988, 988, 988, 979, 988, 919, 982, 914, 988, 988, 899, 731, 979, 986, 988, 886, 988, 982, 982, 988, 988, 988, 982, 986, 988, 988, 979, 951, 979, 988, 893, 988, 988, 979, 890, 988, 988, 988, 959, 986, 988, 976, 982, 982, 894, 982, 986, 914, 919, 988, 986, 976, 986, 988, 988, 979, 988, 959, 979, 986, 988, 898, 988, 935, 988, 945, 986, 976, 988, 986, 988, 898, 982, 988, 988, 988, 988, 795, 951, 979, 979, 958, 979, 988, 945, 889, 988, 979, 988, 988, 893, 893, 988, 958, 979, 979, 976, 988, 982, 986, 949, 982, 898, 988, 914, 951, 988, 988, 988, 988, 919, 949, 982, 988, 951, 982, 988, 951, 919, 988, 988, 979, 988, 945, 988, 988, 988, 935, 959, 979, 979, 949, 988, 982, 979, 988, 988, 988, 988, 988, 988, 988, 976, 986, 959, 988, 889, 988, 982, 988, 976, 988, 907, 986, 979, 988, 988, 988, 988, 988, 979, 893, 979, 886, 986, 988, 988, 982, 976, 988, 988, 988, 988, 988, 988, 988, 988, 979, 988, 988, 958, 986, 988, 988]
STATUS: [945, 988, 988, 958, 988, 988, 959, 951, 988, 988, 988, 951, 734, 988, 986, 988, 988, 988, 988, 979, 988, 919, 982, 914, 988, 988, 899, 731, 979, 986, 988, 886, 988, 986, 982, 988, 988, 988, 982, 986, 988, 988, 979, 951, 979, 988, 893, 988, 988, 988, 982, 988, 988, 988, 988, 986, 988, 976, 982, 988, 894, 988, 986, 914, 919, 988, 986, 976, 986, 988, 988, 979, 988, 959, 979, 986, 988, 898, 988, 935, 988, 945, 986, 976, 988, 986, 988, 898, 982, 988, 988, 988, 988, 795, 951, 979, 988, 958, 979, 988, 945, 889, 988, 979, 988, 988, 893, 893, 988, 958, 979, 979, 976, 988, 982, 986, 949, 982, 898, 988, 914, 951, 988, 988, 988, 988, 982, 949, 982, 988, 951, 982, 988, 951, 988, 988, 988, 979, 988, 945, 988, 988, 988, 935, 959, 979, 979, 949, 988, 982, 979, 988, 988, 988, 988, 988, 988, 988, 976, 986, 959, 988, 889, 988, 982, 988, 976, 988, 907, 986, 979, 988, 988, 988, 988, 988, 979, 893, 979, 886, 986, 988, 988, 982, 976, 988, 988, 988, 988, 988, 988, 988, 988, 979, 988, 988, 958, 986, 988, 988]
STATUS: [945, 988, 988, 979, 988, 988, 959, 988, 988, 988, 988, 951, 734, 988, 986, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 899, 988, 979, 988, 988, 988, 988, 986, 982, 988, 988, 988, 988, 988, 988, 988, 979, 951, 979, 988, 893, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 982, 988, 988, 988, 988, 914, 919, 988, 988, 988, 988, 988, 988, 988, 988, 979, 986, 986, 988, 898, 988, 935, 988, 988, 986, 976, 988, 986, 988, 898, 982, 988, 988, 988, 988, 982, 951, 986, 988, 988, 979, 988, 945, 988, 988, 979, 988, 988, 893, 893, 988, 958, 979, 979, 976, 988, 982, 986, 949, 982, 898, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 951, 982, 988, 988, 988, 988, 988, 979, 988, 945, 988, 988, 988, 935, 988, 979, 979, 988, 988, 982, 982, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 986, 988, 988, 988, 988, 988, 988, 979, 893, 979, 988, 988, 988, 988, 982, 976, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988, 988]
