STATUS: [986, 838, 986, 723, 986, 986, 921, 966, 723, 845, 986, 723, 986, 921, 986, 921, 765, 921, 723, 986, 986, 986, 986, 723, 765, 921, 986, 765, 765, 723, 326, 986, 986, 986, 723, 986, 986, 986, 986, 966, 723, 765, 838, 773, 986, 765, 723, 784, 418, 986, 723, 921, 993, 723, 811, 986, 921, 921, 794, 986, 723, 765, 921, 723, 986, 986, 938, 765, 986, 723, 723, 986, 723, 986, 606, 643, 921, 986, 986, 710, 986, 716, 921, 986, 561, 986, 986, 838, 986, 643, 643, 921, 986, 643, 643, 799, 979, 643, 751, 933]
STATUS: [986, 838, 986, 986, 986, 986, 921, 966, 966, 921, 986, 986, 986, 966, 986, 921, 765, 921, 986, 986, 986, 986, 986, 986, 765, 921, 986, 966, 921, 723, 394, 986, 986, 986, 986, 986, 986, 986, 986, 966, 921, 765, 838, 773, 986, 838, 986, 784, 418, 986, 986, 921, 993, 723, 811, 986, 921, 921, 794, 986, 838, 921, 921, 792, 986, 986, 938, 838, 986, 986, 921, 986, 986, 986, 792, 716, 921, 986, 986, 710, 986, 969, 921, 986, 561, 986, 986, 845, 986, 799, 799, 921, 986, 799, 643, 799, 986, 643, 986, 986]
STATUS: [986, 838, 986, 986, 986, 986, 921, 966, 966, 921, 986, 986, 986, 966, 986, 921, 765, 921, 986, 986, 986, 986, 986, 986, 765, 921, 986, 966, 921, 723, 394, 986, 986, 986, 986, 986, 986, 986, 986, 966, 921, 765, 838, 773, 986, 838, 986, 784, 418, 986, 986, 921, 993, 723, 811, 986, 921, 921, 794, 986, 838, 921, 921, 792, 986, 986, 938, 838, 986, 986, 921, 986, 986, 986, 792, 716, 921, 986, 986, 710, 986, 969, 921, 986, 561, 986, 986, 845, 986, 799, 799, 921, 986, 799, 643, 799, 986, 643, 986, 986]
STATUS: [986, 921, 986, 986, 986, 986, 921, 966, 966, 921, 986, 986, 986, 966, 986, 921, 966, 966, 986, 986, 986, 986, 986, 986, 966, 921, 986, 966, 921, 723, 830, 986, 986, 986, 986, 986, 986, 986, 986, 966, 921, 838, 966, 838, 986, 838, 986, 838, 418, 986, 986, 966, 993, 845, 811, 986, 966, 966, 794, 986, 838, 921, 921, 958, 986, 986, 966, 838, 986, 986, 921, 986, 986, 986, 792, 716, 958, 986, 986, 710, 986, 969, 921, 986, 561, 986, 986, 845, 986, 799, 799, 921, 986, 799, 643, 799, 986, 643, 986, 986]
STATUS: [986, 921, 986, 986, 986, 986, 921, 966, 966, 921, 986, 986, 986, 966, 986, 921, 966, 966, 986, 986, 986, 986, 986, 986, 966, 966, 986, 966, 921, 723, 958, 986, 986, 986, 986, 986, 986, 986, 986, 986, 921, 838, 966, 966, 986, 966, 986, 966, 617, 986, 986, 966, 993, 845, 958, 986, 966, 966, 794, 986, 838, 921, 921, 958, 986, 986, 966, 966, 986, 986, 966, 986, 986, 986, 792, 716, 958, 986, 986, 716, 986, 986, 921, 986, 969, 986, 986, 845, 986, 799, 799, 966, 986, 799, 643, 986, 986, 716, 986, 986]
STATUS: [986, 921, 986, 986, 986, 986, 921, 966, 966, 921, 986, 986, 986, 966, 986, 921, 966, 966, 986, 986, 986, 986, 986, 986, 966, 966, 986, 966, 921, 723, 958, 986, 986, 986, 986, 986, 986, 986, 986, 986, 921, 838, 966, 966, 986, 966, 986, 966, 799, 986, 986, 966, 993, 845, 958, 986, 966, 966, 794, 986, 838, 921, 921, 958, 986, 986, 966, 966, 986, 986, 966, 986, 986, 986, 792, 716, 958, 986, 986, 986, 986, 986, 921, 986, 969, 986, 986, 845, 986, 969, 986, 966, 986, 799, 643, 986, 986, 986, 986, 986]
STATUS: [986, 921, 986, 986, 986, 986, 921, 966, 966, 921, 986, 986, 986, 966, 986, 921, 966, 966, 986, 986, 986, 986, 986, 986, 966, 966, 986, 966, 921, 723, 958, 986, 986, 986, 986, 986, 986, 986, 986, 986, 921, 966, 966, 966, 986, 966, 986, 966, 799, 986, 986, 966, 993, 845, 958, 986, 966, 966, 966, 986, 838, 966, 958, 958, 986, 986, 966, 966, 986, 986, 966, 986, 986, 986, 792, 716, 958, 986, 986, 986, 986, 986, 921, 986, 969, 986, 986, 845, 986, 969, 986, 966, 986, 799, 643, 986, 986, 986, 986, 986]
STATUS: [986, 921, 986, 986, 986, 986, 921, 966, 966, 921, 986, 986, 986, 966, 986, 921, 966, 966, 986, 986, 986, 986, 986, 986, 966, 966, 986, 966, 921, 723, 958, 986, 986, 986, 986, 986, 986, 986, 986, 986, 921, 966, 966, 966, 986, 966, 986, 966, 799, 986, 986, 966, 993, 845, 986, 986, 966, 966, 966, 986, 838, 966, 958, 958, 986, 986, 966, 966, 986, 986, 966, 986, 986, 986, 792, 946, 958, 986, 986, 986, 986, 986, 921, 986, 969, 986, 986, 845, 986, 969, 986, 966, 986, 986, 969, 986, 986, 986, 986, 986]
STATUS: [986, 921, 986, 986, 986, 986, 921, 966, 966, 921, 986, 986, 986, 966, 986, 921, 966, 966, 986, 986, 986, 986, 986, 986, 966, 966, 986, 966, 921, 723, 958, 986, 986, 986, 986, 986, 986, 986, 986, 986, 921, 966, 966, 966, 986, 966, 986, 966, 799, 986, 986, 966, 993, 845, 986, 986, 966, 966, 966, 986, 838, 966, 958, 958, 986, 986, 966, 966, 986, 986, 966, 986, 986, 986, 792, 946, 958, 986, 986, 986, 986, 986, 921, 986, 969, 986, 986, 845, 986, 969, 986, 966, 986, 986, 969, 986, 986, 986, 986, 986]
STATUS: [986, 921, 986, 986, 986, 986, 921, 966, 966, 921, 986, 986, 986, 966, 986, 921, 966, 966, 986, 986, 986, 986, 986, 986, 966, 966, 986, 966, 921, 723, 958, 986, 986, 986, 986, 986, 986, 986, 986, 986, 921, 966, 966, 966, 986, 966, 986, 966, 799, 986, 986, 966, 993, 845, 986, 986, 966, 966, 966, 986, 838, 966, 958, 986, 986, 986, 966, 966, 986, 986, 966, 986, 986, 986, 792, 946, 958, 986, 986, 986, 986, 986, 921, 986, 969, 986, 986, 845, 986, 969, 986, 966, 986, 986, 969, 986, 986, 986, 986, 986]
