kbmira with c=0.01 decay=0.999 no_shuffle=0
Initialising random seed from system clock
.....Initial BLEU = 0.915512
154/500 updates, avg loss = 0.688644, BLEU = 0.912326
92/500 updates, avg loss = 0.481084, BLEU = 0.910152
96/500 updates, avg loss = 0.448979, BLEU = 0.909522
84/500 updates, avg loss = 0.367902, BLEU = 0.909522
80/500 updates, avg loss = 0.353362, BLEU = 0.909522
75/500 updates, avg loss = 0.311536, BLEU = 0.910329
73/500 updates, avg loss = 0.325699, BLEU = 0.911941
72/500 updates, avg loss = 0.308777, BLEU = 0.912364
67/500 updates, avg loss = 0.286234, BLEU = 0.912348
64/500 updates, avg loss = 0.267691, BLEU = 0.912348
68/500 updates, avg loss = 0.273618, BLEU = 0.912348
57/500 updates, avg loss = 0.238967, BLEU = 0.912348
65/500 updates, avg loss = 0.253295, BLEU = 0.912348
60/500 updates, avg loss = 0.233858, BLEU = 0.912348
56/500 updates, avg loss = 0.227129, BLEU = 0.912364
54/500 updates, avg loss = 0.211508, BLEU = 0.912364
57/500 updates, avg loss = 0.227798, BLEU = 0.912364
58/500 updates, avg loss = 0.221807, BLEU = 0.912731
52/500 updates, avg loss = 0.205626, BLEU = 0.913146
52/500 updates, avg loss = 0.218494, BLEU = 0.913537
52/500 updates, avg loss = 0.211017, BLEU = 0.913537
55/500 updates, avg loss = 0.209123, BLEU = 0.913537
55/500 updates, avg loss = 0.211395, BLEU = 0.913537
51/500 updates, avg loss = 0.207605, BLEU = 0.913537
51/500 updates, avg loss = 0.198551, BLEU = 0.914287
53/500 updates, avg loss = 0.206176, BLEU = 0.914287
50/500 updates, avg loss = 0.19946, BLEU = 0.914287
52/500 updates, avg loss = 0.210923, BLEU = 0.914287
45/500 updates, avg loss = 0.195427, BLEU = 0.914287
44/500 updates, avg loss = 0.192579, BLEU = 0.914287
49/500 updates, avg loss = 0.191356, BLEU = 0.914287
42/500 updates, avg loss = 0.184474, BLEU = 0.914838
45/500 updates, avg loss = 0.182684, BLEU = 0.914838
45/500 updates, avg loss = 0.18233, BLEU = 0.914838
46/500 updates, avg loss = 0.189624, BLEU = 0.914838
43/500 updates, avg loss = 0.16811, BLEU = 0.914838
44/500 updates, avg loss = 0.175401, BLEU = 0.914838
47/500 updates, avg loss = 0.187068, BLEU = 0.914838
45/500 updates, avg loss = 0.178823, BLEU = 0.914838
43/500 updates, avg loss = 0.168499, BLEU = 0.91421
40/500 updates, avg loss = 0.170141, BLEU = 0.91421
44/500 updates, avg loss = 0.161009, BLEU = 0.91421
41/500 updates, avg loss = 0.164451, BLEU = 0.91421
43/500 updates, avg loss = 0.16732, BLEU = 0.91421
36/500 updates, avg loss = 0.16046, BLEU = 0.91421
40/500 updates, avg loss = 0.164392, BLEU = 0.914884
38/500 updates, avg loss = 0.156913, BLEU = 0.914884
42/500 updates, avg loss = 0.160061, BLEU = 0.914884
39/500 updates, avg loss = 0.16064, BLEU = 0.914638
39/500 updates, avg loss = 0.160551, BLEU = 0.914638
42/500 updates, avg loss = 0.165679, BLEU = 0.914638
40/500 updates, avg loss = 0.160123, BLEU = 0.914638
41/500 updates, avg loss = 0.15818, BLEU = 0.914638
39/500 updates, avg loss = 0.158683, BLEU = 0.914638
39/500 updates, avg loss = 0.157607, BLEU = 0.914638
36/500 updates, avg loss = 0.157422, BLEU = 0.914638
38/500 updates, avg loss = 0.154661, BLEU = 0.914638
37/500 updates, avg loss = 0.150127, BLEU = 0.914638
36/500 updates, avg loss = 0.154458, BLEU = 0.914638
34/500 updates, avg loss = 0.149818, BLEU = 0.914638
Best BLEU = 0.914884
