FEATURES_TXT_BEGIN_0 0 54 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-0.743966 0 0 -0.0530934 0 0 0 -22.6052 -11 3 -4.18461 -11.1019 -2.25993 -5.98726 
-4.41872 0 0 -0.0808726 0 0 0 -22.8293 -11 4 -6.36886 -11.1138 -3.50037 -6.09646 
-1.99007 0 0 -0.374805 0 0 0 -22.5626 -13 4 -6.27545 -11.1019 -6.37921 -9.18954 
-2.51121 0 0 -1.65377 0 0 0 -28.9447 -12 4 -1.54537 -10.0338 -0.0935198 -6.27021 
-1.07497 0 0 -0.3841 0 0 0 -24.7262 -12 3 -3.7013 -15.8934 -6.77079 -13.4972 
-1.29836 0 0 -0.469851 0 0 0 -28.4406 -11 4 -4.80735 -10.9739 -3.16343 -6.91979 
-1.03907 0 0 -0.55906 0 0 0 -22.7857 -11 4 -8.46561 -14.365 -8.06084 -10.7222 
-1.14877 0 0 -0.920072 0 0 0 -22.505 -11 4 -9.38972 -14.1325 -8.97713 -10.3328 
-0.112796 -0.705455 -1.26283 -0.0476284 -0.731196 -0.540224 -6 -31.9189 -12 4 -1.54537 -10.0338 -0.0935198 -6.27021 
-5.43075 0 0 -0.498607 0 0 0 -22.7867 -13 4 -8.4597 -11.1138 -7.23251 -9.29874 
-0.112796 -3.05941 -1.08424 -0.0126588 -4.29046 -0.000739252 -12 -26.2556 -12 4 -4.46935 -10.0456 -1.21433 -6.37941 
-0.112796 -3.05941 -1.08335 -0.0117649 -4.29046 -0.000739252 -12 -26.244 -12 4 -4.63524 -10.0338 -1.14022 -6.27021 
-0.112796 -5.90536 -1.08424 -0.0126588 -4.29046 -5.90536 -12 -22.6626 -11 4 -6.62545 -11.1138 -3.21966 -6.09646 
-0.112796 -5.90536 -1.08335 -0.0117649 -4.29046 -5.90536 -12 -22.651 -11 4 -6.79134 -11.1019 -3.14555 -5.98727 
-1.05055 0 0 -0.374805 0 0 0 -28.8315 -12 4 -5.64767 -11.1019 -7.22041 -9.29407 
-6.18596 0 0 -1.68155 0 0 0 -29.1688 -12 5 -3.72962 -10.0456 -1.33396 -6.37941 
-5.56681 0 0 -4.87594 0 0 0 -27.3249 -11 3 -5.27638 -11.2696 -3.35306 -5.99098 
-4.12191 0 0 -0.124216 0 0 0 -28.6647 -11 4 -7.57188 -10.9857 -4.33325 -7.02899 
-3.75731 0 0 -1.97548 0 0 0 -28.9021 -14 5 -3.63621 -10.0338 -4.2128 -9.47248 
-4.74973 0 0 -0.41188 0 0 0 -24.9503 -12 4 -5.88555 -15.9053 -8.01123 -13.6064 
-1.9815 0 0 -0.469851 0 0 0 -28.7371 -13 4 -6.80057 -10.9739 -6.75583 -10.1221 
-0.112796 -4.82831 -1.08335 -0.0117649 -4.29046 -0.0161294 -12 -24.8371 -11 4 -7.88312 -11.2696 -4.23868 -5.99098 
-0.112796 -4.82831 -1.08424 -0.0126588 -4.29046 -0.0161294 -12 -24.8883 -11 4 -7.71723 -11.2815 -4.31279 -6.10017 
-2.32108 0 0 -0.705812 0 0 0 -24.6836 -14 4 -5.79214 -15.8934 -10.8901 -16.6995 
